,ds,yhat_lower,yhat_upper,yhat
554,2022-07-09,16647620.621049145,16648794.191203037,16648213.19137138
555,2022-07-10,16677583.809487745,16678760.822787045,16678179.088346126
556,2022-07-11,16707601.217493538,16708662.259003485,16708154.321099209
557,2022-07-12,16737530.345474917,16738643.021185286,16738119.682095932
558,2022-07-13,16767631.206901515,16768698.519441092,16768138.68536289
559,2022-07-14,16797547.22215193,16798677.50009546,16798101.546675954
560,2022-07-15,16827541.772792242,16828703.925825767,16828109.5585568
561,2022-07-16,16857577.170965582,16858706.345432505,16858157.99355829
562,2022-07-17,16887581.22778532,16888732.64360747,16888184.319088474
563,2022-07-18,16917626.128133867,16918760.288573414,16918220.09843831
564,2022-07-19,16947678.511931777,16948825.095145427,16948245.882413615
565,2022-07-20,16977720.93754969,16978891.950917363,16978325.981740303
566,2022-07-21,17007770.998377353,17008919.489704903,17008349.235094417
567,2022-07-22,17037851.517076097,17038973.341151763,17038418.204053108
568,2022-07-23,17067907.531252988,17069010.421907797,17068466.693231698
569,2022-07-24,17097924.37602647,17099053.58357252,17098492.79741708
570,2022-07-25,17128002.490972802,17129106.11777777,17128528.47372755
571,2022-07-26,17158004.17879506,17159110.985960707,17158554.030997768
572,2022-07-27,17188073.695354838,17189205.7561382,17188634.57721979
573,2022-07-28,17218075.197777923,17219235.20635787,17218657.572989628
574,2022-07-29,17248158.814653326,17249269.849811167,17248726.84954942
575,2022-07-30,17278244.46398456,17279335.72903518,17278775.3929051
576,2022-07-31,17308265.62765603,17309379.621196073,17308801.27574567
577,2022-08-01,17338281.020047966,17339407.502332356,17338836.849016793
578,2022-08-02,17368360.577570383,17369468.29301471,17368862.179581918
579,2022-08-03,17398404.247386124,17399523.439149585,17398943.172699273
580,2022-08-04,17428407.313612096,17429535.808935855,17428965.910884842
581,2022-08-05,17458425.640207257,17459613.305982918,17459035.49504573
582,2022-08-06,17488546.609111745,17489653.900193036,17489084.092578508
583,2022-08-07,17518515.185266454,17519657.98101738,17519109.75407427
584,2022-08-08,17548573.12626438,17549659.19569599,17549098.090864707
585,2022-08-09,17578518.750601858,17579611.672989152,17579076.06138502
586,2022-08-10,17608587.5003371,17609712.128591914,17609110.367706716
587,2022-08-11,17638548.213931594,17639594.171351105,17639085.715048257
588,2022-08-12,17668518.591261,17669691.502102323,17669108.473032594
589,2022-08-13,17698560.364707697,17699686.185485594,17699109.991167728
590,2022-08-14,17728535.437399086,17729655.809462685,17729088.29815191
591,2022-08-15,17758527.31550097,17759613.525554832,17759076.532064635
592,2022-08-16,17788516.359345518,17789554.62896025,17789054.27623552
593,2022-08-17,17818561.45317378,17819683.10793564,17819089.02875145
594,2022-08-18,17848471.004070096,17849627.790193025,17849064.11891282
595,2022-08-19,17878540.48804502,17879641.490406122,17879087.18401569
596,2022-08-20,17908524.55508362,17909619.99464759,17909088.756242923
597,2022-08-21,17938502.5039872,17939621.454862155,17939066.842229545
598,2022-08-22,17968542.64121365,17969625.213049494,17969054.973264568
599,2022-08-23,17998498.405876268,17999617.412322782,17999032.491086014
600,2022-08-24,18028507.36123413,18029598.949669406,18029067.689796187
601,2022-08-25,18058470.978984494,18059632.71904421,18059042.522777386
602,2022-08-26,18088464.88183548,18089662.944518946,18089065.89499878
603,2022-08-27,18118533.07137276,18119609.884847708,18119067.52131812
604,2022-08-28,18148494.844499256,18149611.22929403,18149045.386307184
605,2022-08-29,18178469.865090538,18179569.741051264,18179033.4144645
606,2022-08-30,18208438.214789197,18209560.9760922,18209010.705936514
607,2022-08-31,18238479.573916703,18239582.6868061,18239046.35084092
608,2022-09-01,18268424.83355343,18269595.596492704,18269020.926641952
609,2022-09-02,18298486.50831929,18299640.840485994,18299044.605981875
610,2022-09-03,18328493.106041737,18329601.832678203,18329046.286393315
611,2022-09-04,18358457.254189417,18359584.027510952,18359023.93038482
612,2022-09-05,18388426.11324651,18389576.33425789,18389011.855664425
613,2022-09-06,18418419.610815458,18419559.43759244,18418988.92078701
614,2022-09-07,18448476.796377312,18449664.021490272,18449025.01188565
615,2022-09-08,18478434.455890745,18479565.399231516,18478999.330506515
616,2022-09-09,18508504.49619103,18509611.31373347,18509023.31696497
617,2022-09-10,18538494.631353743,18539572.572765574,18539025.05146851
618,2022-09-11,18568404.944441218,18569555.0275085,18569002.474462457
619,2022-09-12,18598403.60344145,18599526.650683325,18598990.296864357
620,2022-09-13,18628397.670254946,18629551.970267832,18628967.135637507
621,2022-09-14,18658444.985974662,18659571.030866176,18659003.67293039
622,2022-09-15,18688407.117694557,18689607.38187876,18688977.734371077
623,2022-09-16,18718398.17287895,18719554.73880158,18719002.027948063
624,2022-09-17,18748400.994438056,18749565.48659994,18749003.816543706
625,2022-09-18,18778437.29912825,18779544.931362253,18778981.018540096
626,2022-09-19,18808432.088869452,18809512.364533696,18808968.738064285
627,2022-09-20,18838371.208321374,18839520.484104864,18838945.350488003
628,2022-09-21,18868456.829206467,18869579.416114397,18868982.33397512
629,2022-09-22,18898431.812804304,18899532.345537715,18898956.13823564
630,2022-09-23,18928380.770665314,18929498.154114287,18928980.738931157
631,2022-09-24,18958426.7429447,18959508.496125232,18958982.5816189
632,2022-09-25,18988403.998861868,18989560.324281372,18988959.56261773
633,2022-09-26,19018415.68698462,19019489.26422085,19018947.17926422
634,2022-09-27,19048330.29528811,19049466.741471898,19048923.565338496
635,2022-09-28,19078378.975480087,19079508.422347315,19078960.995019853
636,2022-09-29,19108408.820556562,19109490.43177545,19108934.54210021
637,2022-09-30,19138399.36370672,19139530.373795986,19138959.449914247
638,2022-10-01,19168421.077697024,19169540.791322567,19168961.3466941
639,2022-10-02,19198356.748291273,19199499.51214703,19198938.106695373
640,2022-10-03,19228363.685944997,19229519.932551183,19228925.620464146
641,2022-10-04,19258366.188712023,19259453.098724768,19258901.780188996
642,2022-10-05,19288349.535382453,19289484.19029862,19288939.656064585
643,2022-10-06,19318336.78173723,19319477.09342048,19318912.945964772
644,2022-10-07,19348352.68549898,19349536.63638153,19348938.160897344
645,2022-10-08,19378386.299686685,19379486.264984377,19378940.111769293
646,2022-10-09,19408333.150626138,19409497.847957857,19408916.650773007
647,2022-10-10,19438356.635270953,19439486.13069562,19438904.06166408
648,2022-10-11,19468360.353642493,19469400.77020036,19468879.99503949
649,2022-10-12,19498338.113250215,19499478.514273006,19498918.317109324
650,2022-10-13,19528359.26854667,19529431.711103607,19528891.349829335
651,2022-10-14,19558357.68125279,19559459.58550836,19558916.871880434
652,2022-10-15,19588361.762681473,19589492.684712235,19588918.876844488
653,2022-10-16,19618354.201972675,19619507.182825316,19618895.194850642
654,2022-10-17,19648266.26719443,19649440.11291244,19648882.50286401
655,2022-10-18,19678313.422501054,19679455.016468752,19678858.20988999
656,2022-10-19,19708338.63576832,19709433.600997023,19708896.978154056
657,2022-10-20,19738306.57984123,19739424.739820458,19738869.7536939
658,2022-10-21,19768305.985300157,19769417.557598356,19768895.58286353
659,2022-10-22,19798294.180852395,19799454.5700039,19798897.641919684
660,2022-10-23,19828333.612988845,19829433.973599035,19828873.73892828
661,2022-10-24,19858273.61604227,19859411.596896306,19858860.94406394
662,2022-10-25,19888280.839742232,19889419.50467771,19888836.424740482
663,2022-10-26,19918311.996108904,19919427.950679958,19918875.639198788
664,2022-10-27,19948268.884465043,19949410.607383676,19948848.157558467
665,2022-10-28,19978318.57702396,19979453.321750563,19978874.293846622
666,2022-10-29,20008276.429557264,20009398.20565567,20008876.40699488
667,2022-10-30,20038274.58218791,20039402.213191207,20038852.28300592
668,2022-10-31,20068272.958301764,20069422.36316383,20068839.385263868
669,2022-11-01,20098212.13246754,20099404.754885435,20098814.63959098
670,2022-11-02,20128294.01962496,20129417.805656802,20128854.300243523
671,2022-11-03,20158279.77559073,20159362.477981728,20158826.56142303
672,2022-11-04,20188315.32650663,20189368.68927442,20188853.004829716
673,2022-11-05,20218299.304061785,20219410.46100727,20218855.17207007
674,2022-11-06,20248287.216028024,20249415.394678064,20248830.827083554
675,2022-11-07,20278212.305859957,20279411.10081636,20278817.826463796
676,2022-11-08,20308249.825100917,20309340.912888974,20308792.85444148
677,2022-11-09,20338281.79673834,20339409.94703788,20338832.96128826
678,2022-11-10,20368206.819858257,20369397.111172475,20368804.965287592
679,2022-11-11,20398248.25428687,20399397.021451745,20398831.71581281
680,2022-11-12,20428246.442919597,20429397.903116327,20428833.93714527
681,2022-11-13,20458242.784830067,20459356.700270537,20458809.371161193
682,2022-11-14,20488214.987347115,20489352.596338768,20488796.267663732
683,2022-11-15,20518214.14637691,20519340.286154848,20518771.06929197
684,2022-11-16,20548229.279061858,20549351.680964436,20548811.62233299
685,2022-11-17,20578251.067839608,20579411.825870585,20578783.36915216
686,2022-11-18,20608239.488165453,20609344.638040148,20608810.4267959
687,2022-11-19,20638221.00738509,20639376.95914385,20638812.70222047
688,2022-11-20,20668200.78838023,20669329.945312116,20668787.91523883
689,2022-11-21,20698251.94912311,20699356.35051817,20698774.708863657
690,2022-11-22,20728177.146335896,20729295.858622707,20728749.28414247
691,2022-11-23,20758208.827509105,20759389.97722646,20758790.283377722
692,2022-11-24,20788181.043288007,20789310.473536752,20788761.773016725
693,2022-11-25,20818233.82501465,20819340.546859883,20818789.137778997
694,2022-11-26,20848213.74064589,20849329.58916908,20848791.467295658
695,2022-11-27,20878219.318385962,20879324.12095497,20878766.45931647
696,2022-11-28,20908187.46052822,20909325.26527432,20908753.15006359
697,2022-11-29,20938142.85871455,20939262.54827099,20938727.49899297
698,2022-11-30,20968220.82113817,20969312.197510473,20968768.94442246
699,2022-12-01,20998200.240029193,20999337.699902084,20998740.176881287
700,2022-12-02,21028166.766046077,21029336.736323465,21028767.848762088
701,2022-12-03,21058247.28217961,21059330.7859979,21058770.232370857
702,2022-12-04,21088178.902853493,21089264.9202721,21088745.003394105
703,2022-12-05,21118189.192691762,21119283.726487577,21118731.591263518
704,2022-12-06,21148144.788668033,21149281.774522968,21148705.713843465
705,2022-12-07,21178167.513726935,21179299.134428773,21178747.605467193
706,2022-12-08,21208140.806783088,21209249.807571474,21208718.580745853
707,2022-12-09,21238194.217432357,21239298.27479198,21238746.55974518
708,2022-12-10,21268214.938058916,21269376.591950413,21268748.997446053
709,2022-12-11,21298170.24774726,21299331.907281592,21298723.54747174
710,2022-12-12,21328122.886516046,21329282.717170447,21328710.03246345
711,2022-12-13,21358133.40165589,21359265.2969807,21358683.928693958
712,2022-12-14,21388144.315979127,21389298.071146663,21388726.266511925
713,2022-12-15,21418131.88157783,21419257.842047073,21418696.984610416
714,2022-12-16,21448170.71312056,21449308.530082256,21448725.270728275
715,2022-12-17,21478170.985942073,21479313.032699108,21478727.76252125
716,2022-12-18,21508143.89194884,21509288.997275565,21508702.09154938
717,2022-12-19,21538138.438031565,21539289.859264527,21538688.47366338
718,2022-12-20,21568112.410318572,21569246.69992105,21568662.143544458
719,2022-12-21,21598079.147432297,21599280.304631807,21598704.92755666
720,2022-12-22,21628115.859205198,21629190.685465164,21628675.388474982
721,2022-12-23,21658143.5894076,21659292.48538735,21658703.98171137
722,2022-12-24,21688095.45453423,21689295.888057217,21688706.52759644
723,2022-12-25,21718175.774036065,21719217.944655117,21718680.635627016
724,2022-12-26,21748063.068788324,21749213.39212475,21748666.91486331
725,2022-12-27,21778063.162272014,21779183.181291427,21778640.358394954
726,2022-12-28,21808105.607371654,21809260.350132767,21808683.588601395
727,2022-12-29,21838123.55351241,21839179.279766876,21838653.792339545
728,2022-12-30,21868157.24453792,21869265.072693344,21868682.692694463
729,2022-12-31,21898134.16121766,21899276.69121408,21898685.292671643
730,2023-01-01,21928085.04912228,21929176.102574058,21928659.17970465
731,2023-01-02,21958058.81040365,21959249.89664885,21958645.35606324
732,2023-01-03,21988087.279764406,21989211.557486687,21988618.573245455
733,2023-01-04,22018123.839236055,22019251.69747621,22018662.249646127
734,2023-01-05,22048086.895866513,22049172.109907534,22048632.196204107
735,2023-01-06,22078080.24105265,22079173.80561816,22078661.403677557
736,2023-01-07,22108112.076852076,22109267.0271964,22108664.05774683
737,2023-01-08,22138054.8001969,22139211.854748983,22138637.723782293
738,2023-01-09,22168014.800815433,22169286.24769254,22168623.79726317
739,2023-01-10,22198022.94971407,22199221.1919336,22198596.788095944
740,2023-01-11,22228027.871547587,22229293.570379414,22228640.910690863
741,2023-01-12,22258004.76995917,22259260.32564372,22258610.600068673
742,2023-01-13,22288063.694866512,22289350.29738893,22288640.11466065
743,2023-01-14,22318014.828924224,22319335.37698869,22318642.82282203
744,2023-01-15,22347965.651452392,22349346.57699902,22348616.26785993
745,2023-01-16,22377928.40891197,22379405.797167577,22378602.238463096
746,2023-01-17,22407955.880406827,22409341.63850768,22408575.002946444
747,2023-01-18,22437919.451797616,22439408.76212087,22438619.5717356
748,2023-01-19,22467861.729222745,22469433.7113806,22468589.00393324
749,2023-01-20,22497956.22806537,22499394.92964045,22498618.82564374
750,2023-01-21,22527868.807568174,22529471.387065906,22528621.587897226
751,2023-01-22,22557801.607512098,22559545.83251417,22558594.811937567
752,2023-01-23,22587747.846173692,22589478.90777114,22588580.67966303
753,2023-01-24,22617716.949253935,22619521.19051348,22618553.217796944
754,2023-01-25,22647705.031719126,22649561.229138568,22648598.23278033
755,2023-01-26,22677712.705027554,22679657.146058038,22678567.407797802
756,2023-01-27,22707670.021534026,22709702.661029004,22708597.53662683
757,2023-01-28,22737629.036360998,22739758.418569323,22738600.352972418
758,2023-01-29,22767535.978575844,22769783.845128324,22768573.356015205
759,2023-01-30,22797442.93958032,22799869.356796965,22798559.12086296
760,2023-01-31,22827462.12337222,22829816.079956636,22828531.432647433
761,2023-02-01,22857411.186665654,22859949.862943612,22858576.89382506
762,2023-02-02,22887301.957454387,22889968.725251075,22888545.81166237
763,2023-02-03,22917285.38762282,22920058.936259408,22918576.24760993
764,2023-02-04,22947213.048249476,22950251.70690266,22948579.118047617
765,2023-02-05,22977099.649580494,22980177.727360792,22978551.90009284
766,2023-02-06,23006994.848967433,23010287.48321915,23008537.562062886
767,2023-02-07,23036844.97390001,23040424.749929156,23038509.64749793
768,2023-02-08,23066886.112577196,23070337.285037324,23068555.5548698
769,2023-02-09,23096748.960358262,23100514.784879547,23098524.21552693
770,2023-02-10,23126640.90958436,23130551.73117369,23128554.958593022
771,2023-02-11,23156543.208585165,23160709.568976343,23158557.88312281
772,2023-02-12,23186586.987208992,23190637.553281292,23188530.444170475
773,2023-02-13,23216455.223511424,23220848.611984055,23218516.003262825
774,2023-02-14,23246284.743736543,23250906.44412149,23248487.862348434
775,2023-02-15,23276358.285679977,23280950.15494259,23278534.215914533
776,2023-02-16,23306023.234888405,23311035.27121348,23308502.619391493
777,2023-02-17,23336099.124567058,23340995.44538367,23338533.66957611
778,2023-02-18,23366054.6686598,23371217.951400805,23368536.648198005
779,2023-02-19,23395895.042517297,23401357.010106508,23398508.988248117
780,2023-02-20,23425797.041294437,23431219.205831155,23428494.444462754
781,2023-02-21,23455682.062655557,23461339.982826438,23458466.077198926
782,2023-02-22,23485714.28350686,23491439.312120114,23488512.876959264
783,2023-02-23,23515556.785738043,23521608.562971983,23518481.023256063
784,2023-02-24,23545479.898728803,23551659.23674133,23548512.38055921
785,2023-02-25,23575328.414625503,23581799.672513954,23578515.413273204
786,2023-02-26,23605264.29900678,23611954.46248297,23608487.532325752
787,2023-02-27,23635299.073401287,23641961.01209861,23638472.88566268
788,2023-02-28,23665055.359858204,23672065.42327344,23668444.29204942
789,2023-03-01,23694925.129693482,23702269.613683306,23698491.538004
790,2023-03-02,23725039.121362347,23732361.371565334,23728459.427120626
791,2023-03-03,23754832.535158705,23762484.350938097,23758491.0915423
792,2023-03-04,23784786.15586517,23792489.78261301,23788494.178348396
793,2023-03-05,23814730.96380258,23822735.277029812,23818466.076403387
794,2023-03-06,23844525.909000687,23852693.565849096,23848451.32686261
795,2023-03-07,23874312.84312049,23882798.686866064,23878422.506899923
796,2023-03-08,23904322.433661938,23912931.87738996,23908470.19904873
797,2023-03-09,23934157.37700883,23943104.969208848,23938437.83098519
798,2023-03-10,23964246.900473513,23972972.62642856,23968469.80252539
799,2023-03-11,23994114.90654619,24003339.203243766,23998472.943423595
800,2023-03-12,24023880.370876156,24033079.75603186,24028444.62048103
801,2023-03-13,24053823.412357915,24063464.530307844,24058429.768062543
802,2023-03-14,24083666.15242187,24093492.38392571,24088400.721750416
803,2023-03-15,24113745.97100924,24123603.86566384,24118448.860093467
804,2023-03-16,24143498.93126223,24153868.118988026,24148416.234849755
805,2023-03-17,24173342.017659616,24183807.224094395,24178448.513508487
806,2023-03-18,24203251.79388727,24213721.01576973,24208451.70849879
807,2023-03-19,24233114.137811285,24243987.96386513,24238423.164558668
808,2023-03-20,24262887.927852955,24274044.483759865,24268408.209262468
809,2023-03-21,24292792.840274263,24304168.845004376,24298378.936600912
810,2023-03-22,24322639.35032828,24334340.432705365,24328427.5211382
811,2023-03-23,24352786.609970596,24364243.689149585,24358394.63871432
812,2023-03-24,24382321.4149491,24394379.064138938,24388427.22449158
813,2023-03-25,24412199.281814814,24424620.34911724,24418430.473573983
814,2023-03-26,24442266.66383756,24454616.60552215,24448401.708636303
815,2023-03-27,24472264.105092637,24484735.91323463,24478386.650462404
816,2023-03-28,24502096.725720387,24515000.803129885,24508357.151451405
817,2023-03-29,24531928.35785795,24545141.37360231,24538406.182182934
818,2023-03-30,24561948.04073931,24575266.60859088,24568373.042578883
819,2023-03-31,24591822.01218162,24605383.20926651,24598405.93547468
820,2023-04-01,24621728.590248264,24635398.19316146,24628409.238649182
821,2023-04-02,24651940.581176966,24665562.972621765,24658380.252713937
822,2023-04-03,24681524.086870268,24695693.658433195,24688365.091662336
823,2023-04-04,24711307.48734695,24725739.860383183,24718335.366301905
824,2023-04-05,24741248.071180742,24755989.468774803,24748384.84322767
825,2023-04-06,24771223.797327522,24786127.223538686,24778351.44644345
826,2023-04-07,24801098.76121666,24816144.40743719,24808384.646457765
827,2023-04-08,24830988.40187057,24846311.269823365,24838388.003724374
828,2023-04-09,24860993.78071422,24876327.050115295,24868358.796791576
829,2023-04-10,24890780.00443845,24906423.16841969,24898343.53286226
